c59320_retnmdl_eda_dataset_v1.opportunity__c,c59320_retnmdl_eda_dataset_v1.ags__c,c59320_retnmdl_eda_dataset_v1.legal_account_name__c,c59320_retnmdl_eda_dataset_v1.account_name,c59320_retnmdl_eda_dataset_v1.sold,c59320_retnmdl_eda_dataset_v1.close_month,c59320_retnmdl_eda_dataset_v1.close_year,c59320_retnmdl_eda_dataset_v1.duration_yrs,c59320_retnmdl_eda_dataset_v1.market,c59320_retnmdl_eda_dataset_v1.segment_sub,c59320_retnmdl_eda_dataset_v1.fundng_ty,c59320_retnmdl_eda_dataset_v1.sic_division,c59320_retnmdl_eda_dataset_v1.dups,c59320_retnmdl_eda_dataset_v1.prebbd_re,c59320_retnmdl_eda_dataset_v1.bbd,c59320_retnmdl_eda_dataset_v1.postbbd_re,c59320_retnmdl_eda_dataset_v1.rnwl_fund
OP-2016292,613482,DAC Vision Incorporated,DAC VISION INCORPORATED,Y,Oct,2018.0,2.583,Texas North,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.045053523284978,DASO
OP-2016293,611855,"Daley Acquisitions, LLC dba Crenshaw Lighting","DALEY ACQUISITIONS, LLC DBA CRENSHAW LIGHTING",Y,Oct,2018.0,3.167,MidAmerica,2-99,ASO,Manufacturing,1,NULL,NULL,0.0989693348498502,DASO
OP-2016294,616845,"Dalworth Carpet Cleaning, Inc.","Dalworth Carpet Cleaning, Inc.",Y,Oct,2018.0,1.167,Texas North,2-99,Guaranteed Cost,Services,1,0.0663726509798694,0.002431,0.0689650028944016,GC
OP-2016295,619805,"Data Paradigm, Inc.","DATA PARADIGM, INC.",Y,Oct,2018.0,0.167,Texas North,2-99,ASO,Services,1,NULL,NULL,0.188863037426185,DASO
OP-2016296,617044,Datasys Consulting and Software Inc,DATASYS CONSULTING & SOFTWARE INC.,Y,Oct,2018.0,1.167,NY/NJ,2-99,ASO,Services,1,NULL,NULL,0.108457409918213,DASO
OP-2016297,611891,"Davis Design Solutions LLC, dba Davis",DAVIS DESIGN SOLUTIONS LLC DBA DAVIS,N,Oct,2018.0,3.167,Arizona,2-99,ASO,Services,1,NULL,NULL,0.119982938436191,DASO
OP-2016300,181929,Deli Time Llc,DELI TIME L.L.C.,Y,Oct,2018.0,13.167,Midwest,250-500,ASO,Retail_Trade,1,NULL,NULL,0.048086813412878,DASO
OP-2016301,620035,"Delviom, LLC","DELVIOM, LLC",N,Oct,2018.0,0.167,Arizona,2-99,ASO,Services,1,NULL,NULL,0.106003017332764,DASO
OP-2016302,608246,Denco Sales Co,DENCO SALES,N,Oct,2018.0,5.167,Mountain States,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.0581992139845735,DASO
OP-2016303,619874,"Denton House Interiors, Inc.",DENTON HOUSE DESIGN STUDIO,Y,Oct,2018.0,0.167,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.117567147690396,DASO
OP-2016304,619967,Design Science Consulting,"DESIGN SCIENCE CONSULTING, INC.",Y,Oct,2018.0,0.167,Liberty Valley,2-99,ASO,Services,1,NULL,NULL,0.199178394604499,DASO
OP-2016305,607028,"Diamond Billiard Products, Inc.","DIAMOND BILLIARD PRODUCTS, INC.",Y,Oct,2018.0,6.167,Tennessee,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.12160890490146,DASO
OP-2016306,182518,Diamond Painting LLC,"DIAMOND PAINTING, LLC",Y,Oct,2018.0,12.167,Pacific Northwest,2-99,ASO,Construction,1,NULL,NULL,0.0327458838025583,DASO
OP-2016309,620112,"Dilmar Oil Company, Inc.","DILMAR OIL COMPANY, INC.",Y,Oct,2018.0,0.167,Carolinas,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.0549491480190063,DASO
OP-2016310,614268,"Dimagi, Inc.","DIMAGI, INC.",Y,Oct,2018.0,2.167,Arizona,2-99,ASO,Services,1,NULL,NULL,0.139885985308883,DASO
OP-2016311,620000,Discovery Park of America,"DISCOVERY PARK OF AMERICA, INC.",Y,Oct,2018.0,0.167,Tennessee,2-99,ASO,Services,1,NULL,NULL,0.0833752713991978,DASO
OP-2016312,3339195,DISTRIBUTORS CORPORATION OF AMERICA,Distributors Holding Corporation,N,Oct,2018.0,2.167,Tennessee,250-500,Minimum Premium,Services,1,0.0523849999999999,0.0,0.052385,SR
OP-2016314,616825,"D M S Holdings, Inc.","D M S HOLDINGS, INC. DBA HEALTHSMART INTERNATIONAL",N,Oct,2018.0,1.167,Midwest,2-99,ASO,Manufacturing,1,NULL,NULL,0.482343400332601,DASO
OP-2016315,617064,"Dolphins Plus, Inc.","DOLPHINS PLUS BAYSIDE, INC.",Y,Oct,2018.0,1.167,Florida South,2-99,ASO,Services,1,NULL,NULL,0.0800163409818206,DASO
OP-2016316,620014,"Don Burden & Associates, Inc.","DON BURDEN & ASSOCIATES, INC.",Y,Oct,2018.0,0.167,Texas North,2-99,ASO,Construction,1,NULL,NULL,0.138806669791737,DASO
OP-2016318,619881,"Doxon Motors, Inc.","DOXON MOTORS, INC. DBA DOXON TOYOTA OF AUBURN",Y,Oct,2018.0,0.167,Pacific Northwest,100-249,ASO,Retail_Trade,1,NULL,NULL,0.0840691035017218,DASO
OP-2016319,608215,DP Incorporated General Contractors,DP INCORPORATED GENERAL CONTRACTORS,Y,Oct,2018.0,5.167,Pacific Northwest,2-99,ASO,Construction,1,NULL,NULL,0.0680198622436241,DASO
OP-2016320,617175,"Draper Hotel Holdings, LLC","Draper Hotel Holdings, LLC",N,Oct,2018.0,1.167,Pacific Northwest,2-99,ASO,Services,1,NULL,NULL,0.118540689123937,DASO
OP-2016321,619995,"Drill Tech Drilling & Shoring, Inc.","DRILL TECH DRILLING & SHORING, INC.",Y,Oct,2018.0,0.167,California North,2-99,ASO,Construction,1,NULL,NULL,0.122036218611891,DASO
OP-2016322,3212244,"DRMP, Inc","DRMP, Inc",Y,Oct,2018.0,31.583,Florida Tampa/Orlando,250-500,Guaranteed Cost,Services,1,0.0496059079704361,-0.077247,-0.0314729996025562,GC
OP-2016323,616910,"Drywall Interiors, LP","DRYWALL INTERIORS, LP",N,Oct,2018.0,1.167,Texas North,2-99,ASO,Construction,1,NULL,NULL,0.169670875350382,DASO
OP-2016324,3335142,"Six Sigma Academy International, LLC",DS Hopkins Holdings LLC dba G100 Companies,Y,Oct,2018.0,6.167,NY/NJ,100-249,Guaranteed Cost,Services,1,-0.00218621219528969,0.00219,-9.99999997475243e-07,GC
OP-2016326,609689,"DS-IQ, Inc.","DS-IQ, Inc.",N,Oct,2018.0,4.167,Pacific Northwest,2-99,ASO,Services,1,NULL,NULL,0.165310385190577,DASO
OP-2016327,619803,"Duncan Parnell, Inc.","DUNCAN-PARNELL, INC.",Y,Oct,2018.0,0.167,Carolinas,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.0390317021616757,DASO
OP-2016328,147365,"Dunkin & Bush, Inc","DUNKIN & BUSH, INC.",Y,Oct,2018.0,28.167,Pacific Northwest,100-249,ASO,Construction,1,NULL,NULL,0.160038237508334,DASO
OP-2016332,608249,"Dynamic Products, Inc.","DYNAMIC PRODUCTS, INC.",Y,Oct,2018.0,5.167,North Texas,2-99,ASO,Manufacturing,1,NULL,NULL,0.110253008499647,DASO
OP-2016334,3328663,"E2 Consulting Engineers, Inc.","E2 Consulting Engineers, Inc.",Y,Oct,2018.0,10.917,Mountain States,250-500,Guaranteed Cost,Services,1,0.126664298756615,-0.045769,0.0750980004668236,GC
OP-2016336,3341217,Eagleville Hospital,Eagleville Hospital,N,Oct,2018.0,0.167,Liberty Valley,250-500,Minimum Premium,Services,1,0.0,0.0,0.0,SR
OP-2016337,620021,"EARTHWORKS, INC.","EARTHWORKS, INC.",Y,Oct,2018.0,0.167,MidAmerica,250-500,ASO,Manufacturing,1,NULL,NULL,0.256680826402611,DASO
OP-2016339,619918,"Health Benefit Plan for LZBFG of Arizona, Inc.","EBCO, INC. DBA LA-Z-BOY FURNITURE GALLERIES",Y,Oct,2018.0,0.167,Arizona,100-249,ASO,Retail_Trade,1,NULL,NULL,0.33994010960083,DASO
OP-2016341,608188,Edgewater Federal Solutions,"EDGEWATER FEDERAL SOLUTIONS, INC.",Y,Oct,2018.0,5.167,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,0.117507340912314,DASO
OP-2016343,3333737,Egon Zehnder International,Egon Zehnder International,Y,Oct,2018.0,7.167,NY/NJ,250-500,Guaranteed Cost,Services,1,0.00396868025568531,-0.003951,1.99999999495049e-06,GC
OP-2016344,181911,EKF Management Corp,EKF MANAGEMENT CORPORATION,Y,Oct,2018.0,13.167,Midwest,2-99,ASO,Services,1,NULL,NULL,0.013890011733422,DASO
OP-2016348,619807,"Electronic Monitoring US, Inc.","Attenti US, Inc.",Y,Oct,2018.0,0.167,MD/VA/DC,100-249,Guaranteed Cost,Manufacturing,1,0.104234448847751,0.0143,0.120025001466274,GC
OP-2016350,3335397,Expeditionary Learning,EL Education,Y,Oct,2018.0,6.083,NY/NJ,100-249,Guaranteed Cost,Services,1,-0.0144651346728746,-0.005609,-0.0199929997324944,GC
OP-2016351,620032,"Elevation Solar, LLC","ELEVATION SOLAR, LLC",Y,Oct,2018.0,0.167,Arizona,2-99,ASO,Construction,1,NULL,NULL,0.110207641799724,DASO
OP-2016925,619131,"Artel, Inc.","Artel, Inc.",N,Jul,2018.0,0.417,New England,2-99,Guaranteed Cost,Manufacturing,1,0.211893452213801,-0.004948,0.205897003412247,GC
OP-2016926,3333536,Arthur G. Russell Company,Arthur G. Russell Company,Y,Jul,2018.0,7.417,Connecticut,100-249,Guaranteed Cost,Manufacturing,1,0.0599999986588955,0.0,0.0599999986588955,GC
OP-2016927,619282,Bethesda Project,BETHESDA PROJECT,Y,Jul,2018.0,0.417,Liberty Valley,2-99,ASO,Services,1,NULL,NULL,0.0485304367329318,DASO
OP-2016928,3329879,Explore Schools of Brooklyn,Explore School of Brooklyn,Y,Jul,2018.0,10.25,Connecticut,250-500,Guaranteed Cost,Services,1,0.0181204871497287,0.002015,0.0201719999313354,GC
OP-2016929,606696,Ferrotec USA Corporation,FERROTEC (USA) CORPORATION,Y,Jul,2018.0,6.417,New England,100-249,ASO,Manufacturing,1,NULL,NULL,0.0487571611888993,DASO
OP-2016930,3336015,Peirce College,Peirce College,Y,Jul,2018.0,5.417,Liberty Valley,100-249,Guaranteed Cost,Services,1,-0.052967513417435,-0.009053,-0.0615409985184669,GC
OP-2016931,609365,MKG Productions,PINEAPPLE CO.,N,Jul,2018.0,4.417,NY/NJ,100-249,ASO,Services,1,NULL,NULL,0.145362906284106,DASO
OP-2016932,616347,South River Personnel & Management Services,SOUTH RIVER PERSONNEL & MANAGEMENT SERVICES,Y,Jul,2018.0,1.417,NY/NJ,2-99,ASO,Services,1,NULL,NULL,0.0393267349483495,DASO
OP-2016933,611446,The Speyer Legacy School,SPEYER LEGACY SCHOOL,Y,Jul,2018.0,3.417,NY/NJ,2-99,ASO,Services,1,NULL,NULL,0.120682530772683,DASO
OP-2016934,3340896,Franklin Township Board of Education (Gloucester County),Township of Franklin Public Schools,Y,Jul,2018.0,0.417,NY/NJ,100-249,Guaranteed Cost,Services,1,0.138151748210132,0.012669,0.152570992708206,GC
OP-2016935,608062,"UNIVERSAL SCRAP METALS, INC.","UNIVERSAL SCRAP METALS, INC.",N,Aug,2018.0,5.333,Midwest,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.185510633372789,DASO
OP-2016936,619808,"Heritage on Lanier, Inc.",Carriage Automotive Group,N,Sep,2018.0,0.25,GA/AL,100-249,Guaranteed Cost,Retail_Trade,1,0.18519580272568,0.00404,0.189983993768692,GC
OP-2016938,3332093,Food Bank for New York City,Food Bank for New York City,Y,Sep,2018.0,8.25,NY/NJ,100-249,Guaranteed Cost,Services,1,0.0321953277539757,0.012445,0.0450409986078739,GC
OP-2016939,611764,"Furlong, Brendan W MVB Equine Veterinarian PA","BRENDAN W. FURLONG, MVB EQUINE VETERINARIAN P.A.",Y,Sep,2018.0,3.25,NY/NJ,2-99,ASO,Ag_Forestry_Fishing,1,NULL,NULL,0.0994621886482698,DASO
OP-2016940,619797,Health Plus Management,"HEALTH PLUS MANAGEMENT, LLC",Y,Sep,2018.0,0.25,NY/NJ,100-249,ASO,Services,1,NULL,NULL,0.159043149708632,DASO
OP-2016942,616709,"Sail Energy, LLC","Sail Energy, LLC",Y,Sep,2018.0,1.25,New England,2-99,Guaranteed Cost,NULL,1,0.0234190102820142,0.016183,0.0399810001254082,GC
OP-2016943,620093,Almar Sales,ALMAR SALES CO.,Y,Oct,2018.0,0.167,NY/NJ,100-249,ASO,Manufacturing,1,NULL,NULL,0.199456474372687,DASO
OP-2016944,616956,American Cruise Lines,"AMERICAN CRUISE LINES, INC.",N,Oct,2018.0,1.167,Connecticut,100-249,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.0498417084753038,DASO
OP-2016946,620133,"Delivery Limited, Inc.","DELIVERY LIMITED, LLC",N,Oct,2018.0,0.167,Texas North,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.0900089933348462,DASO
OP-2016947,619800,Denver Jewish Day School,DENVER JEWISH DAY SCHOOL,Y,Oct,2018.0,0.167,Florida South,2-99,ASO,Services,1,NULL,NULL,0.119977278352871,DASO
OP-2016950,616727,"Hospice and Palliative Care of Greensboro, Inc.","HOSPICE AND PALLIATIVE CARE OF GREENSBORO, INC.",N,Oct,2018.0,1.167,Carolinas,100-249,ASO,Services,1,NULL,NULL,0.140673394676715,DASO
OP-2016953,616906,J Hutchins Inc.,"J HUTCHINS, INC.",Y,Oct,2018.0,1.167,New England,2-99,ASO,Construction,1,NULL,NULL,0.0975489993621248,DASO
OP-2016955,616981,Quality Sheet Metal Inc,"QUALITY SHEET METAL & WELDING, INC.",Y,Oct,2018.0,1.167,NY/NJ,2-99,ASO,Manufacturing,1,NULL,NULL,0.197730771599236,DASO
OP-2016956,619868,Regal Bank,Regal Bank,Y,Oct,2018.0,0.167,NY/NJ,2-99,Guaranteed Cost,Finance_Insur_RlEstate,1,0.087363078792704,0.009328,0.0975060015916824,GC
OP-2016957,3198508,School District of Osceola County,School District of Osceola County,Y,Oct,2018.0,14.75,Florida Tampa/Orlando,O500,ASO,Services,1,NULL,NULL,0.028463678610215,ASO
OP-2016958,611882,"Southwest Reinsure, Inc.","Southwest Reinsure, Inc.",Y,Oct,2018.0,3.167,Mountain States,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,4.32979781295195e-06,DASO
OP-2016960,616856,The Parrotts Group,THE PARROTT GROUP INC.,Y,Oct,2018.0,1.167,Carolinas,100-249,ASO,Retail_Trade,1,NULL,NULL,0.0540292290230859,DASO
OP-2016961,616905,United Way of the Mid-South,UNITED WAY OF THE MID-SOUTH,Y,Oct,2018.0,1.167,Tennessee,2-99,ASO,Services,1,NULL,NULL,0.070022052916215,DASO
OP-2016962,619991,Vista Sciences Corporation,VISTA SCIENCES CORPORATION,Y,Oct,2018.0,0.167,GA/AL,2-99,ASO,Services,1,NULL,NULL,0.212061555797225,DASO
OP-2017342,3335923,DSV Air & Sea Inc.,DSV Air & Sea Inc.,Y,May,2018.0,5.583,Connecticut,O500,Shared Returns,Transp_Comms_Electric_Sanitary,1,0.168633820998279,-0.0704,0.086362,SR
OP-2017348,615282,DataShield Consulting LLC,NULL,N,Dec,2018.0,2,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-2017874,613674,"Teaching Strategies, LLC.","Teaching Strategies, LLC.",Y,Jul,2018.0,2.417,MD/VA/DC,100-249,Guaranteed Cost,Manufacturing,1,0.0236907895040199,0.001233,0.0249530002474785,GC
OP-2017875,619360,The Future Project,The Future Project,Y,Jul,2018.0,0.417,NY/NJ,2-99,Guaranteed Cost,Services,1,0.106911817422021,0.061688,0.17519499361515,GC
OP-2017876,619555,"Arrow Senior Living Management, LLC","ARROW SENIOR LIVING MANAGEMENT, LLC",Y,Aug,2018.0,0.333,MidAmerica,100-249,ASO,Services,1,NULL,NULL,0.188798343943156,DASO
OP-2017877,616581,Contemporary Services Corporation,CONTEMPORARY SERVICES CORPORATION,N,Aug,2018.0,1.333,California South,100-249,ASO,Services,1,NULL,NULL,0.345546030761995,DASO
OP-2017878,183198,"King Ventures, Inc. dba Wyoming Diesel Service","KING VENTURES, INC. DBA WYOMING DIESEL SERVICE",Y,Aug,2018.0,11.333,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.0950912345313366,DASO
OP-2017879,619568,"Peak One Surgery Center, LLC","PEAK ONE SURGERY CENTER, LLC",Y,Aug,2018.0,0.333,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.128368208543299,DASO
OP-2017880,606056,"Van Ewing Construction, Inc.","VAN EWING CONSTRUCTION, INC.",Y,Aug,2018.0,7.333,Mountain States,2-99,ASO,Construction,1,NULL,NULL,0.16992261308184,DASO
OP-2017881,620068,Royal Wire Products,Royal Wire Products,Y,Sep,2018.0,0.25,Liberty Valley,2-99,Guaranteed Cost,Manufacturing,1,0.0770008098644277,-0.006478,0.0700239986181259,GC
OP-2017882,619855,American Casein Company,AMERICAN CASEIN COMPANY,Y,Oct,2018.0,0.167,Liberty Valley,2-99,ASO,Manufacturing,1,NULL,NULL,0.0705587553441025,DASO
OP-2017883,620156,"Dobil Laboratories, Inc.","DOBIL LABORATORIES, INC.",N,Oct,2018.0,0.167,Liberty Valley,2-99,ASO,Services,1,NULL,NULL,0.0766078663741332,DASO
OP-2017884,606117,"Dohn Construction, Inc.","DOHN CONSTRUCTION, INC.",Y,Oct,2018.0,7.167,Mountain States,2-99,ASO,Construction,1,NULL,NULL,0.0781831446313241,DASO
OP-2017886,3329244,Intercontinental Engineering-Manufacturing Corporation,Intercontinental Engineering-Manufacturing Corporation,Y,Oct,2018.0,10.833,MidAmerica,2-99,Guaranteed Cost,Manufacturing,1,0.0560819990932941,0.0,0.0560819990932941,GC
OP-2017887,619846,"Mobility Elevator & Lift CO, Inc","MOBILITY ELEVATOR & LIFT CO, INC.",Y,Oct,2018.0,0.167,NY/NJ,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.201743580371013,DASO
OP-2017889,609292,"Quality Well & Pump, LLC","QUALITY WELL & PUMP, LLC",Y,Oct,2018.0,4.417,Mountain States,2-99,ASO,Construction,1,NULL,NULL,0.0803037883600264,DASO
OP-2017890,617009,Rock Community Fire Protection District,NULL,N,Oct,2018.0,1.167,MidAmerica,2-99,Not Applicable,Public_Admin,1,NULL,NULL,NULL,NULL
OP-2017891,620080,Roofers Mart of Missouri Inc,"ROOFERS MART, INC.",Y,Oct,2018.0,0.167,MidAmerica,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.10889339702899,DASO
OP-2017892,619869,Vertical Management Systems,"VERTICAL MANAGEMENT SYSTEMS, INC.",Y,Oct,2018.0,0.167,Liberty Valley,100-249,ASO,Services,1,NULL,NULL,3.98975961690695e-06,DASO
OP-2017924,611299,Modern Process Equipment,MODERN PROCESS EQUIPMENT CORPORATION,Y,Jul,2018.0,3.417,Midwest,2-99,ASO,Services,1,NULL,NULL,0.025868662790266,DASO
OP-2019182,3335206,"Jellco Container, Inc.","Jellco Container, Inc.",Y,Nov,2018.0,6.083,California South,2-99,Guaranteed Cost,Manufacturing,1,0.0430165331105952,-0.002895,0.0399970002472401,GC
OP-2019183,617138,"JMS Marine Services, LLC",JMS MARINE SERVICES LLC,Y,Nov,2018.0,1.083,North Texas,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.147480147913643,DASO
OP-2019184,607135,Joe East Enterprises,JOE EAST ENTERPRISES,Y,Nov,2018.0,6.083,Texas North,2-99,ASO,Services,1,NULL,NULL,0.166998480857318,DASO
OP-2019185,616803,Joes Real BBQ,"HARVEST MERCANTILE CO., DBA JOE'S REAL BBQ",Y,Nov,2018.0,1.083,Arizona,2-99,ASO,Retail_Trade,1,NULL,NULL,0.100006688366701,DASO
OP-2019186,609733,"Johns Eastern Company, Inc.","JOHNS EASTERN COMPANY, INC.",Y,Nov,2018.0,4.583,Florida Tampa/Orlando,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0757611750474192,DASO
OP-2019188,614510,"Journal Communications, Inc.","JOURNAL COMMUNICATIONS, INC.",Y,Nov,2018.0,2.083,Tennessee,2-99,ASO,Manufacturing,1,NULL,NULL,0.136631259484067,DASO
OP-2019190,617198,Joyce Manufacturing Co.,JOYCE MANUFACTURING COMPANY,Y,Nov,2018.0,1.083,Liberty Valley,2-99,ASO,Manufacturing,1,NULL,NULL,0.389404267227042,DASO
OP-2019194,620315,KD Timmons Inc,"K.D. TIMMONS, INC.",N,Nov,2018.0,0.083,North Texas,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.364869810300471,DASO
OP-2019196,3340259,Kelly Generator & Equipment Inc.,Kelly Generator & Equipment Inc.,N,Nov,2018.0,1.083,MD/VA/DC,2-99,Guaranteed Cost,Wholesale_Trade,1,0.146555382553617,-0.01629,0.127877995371819,GC
OP-2019198,608147,Kensico Capital Management,KENSICO CAPITAL MANAGEMENT CORP.,Y,Nov,2018.0,5.083,NY/NJ,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.145489920064351,DASO
OP-2019199,611949,Keystone Surveying & Mapping,Keystone Surveying & Mapping,Y,Nov,2018.0,3.167,MidAmerica,250-500,Guaranteed Cost,Services,1,0.0411364587388499,0.000864,0.0420360006392002,GC
OP-2019200,608301,Kimre Inc,"KIMRE, INC.",N,Nov,2018.0,5.083,Florida South,2-99,ASO,Manufacturing,1,NULL,NULL,0.189992656024589,DASO
OP-2019201,616997,"KIND, Inc","KIND, Inc",Y,Nov,2018.0,1.083,Liberty Valley,100-249,Guaranteed Cost,Services,1,0.310585494623083,-0.00458,0.304583013057709,GC
OP-2019202,3339379,"Koide Tennessee, Inc.","Koide Tennessee, Inc.",N,Nov,2018.0,2.083,NY/NJ,O500,Guaranteed Cost,Manufacturing,1,0.0748971171204298,-0.013193,0.0607159994542599,GC
OP-2019203,619953,"Kuck Mechanical Contractors, LLC","KUCK MECHANICAL CONTRACTORS, LLC",Y,Nov,2018.0,0.083,Mountain States,2-99,ASO,Construction,1,NULL,NULL,0.150466239660481,DASO
OP-2019204,620207,L& L Motor Company Inc,"L&L MOTOR CO, INC.",Y,Nov,2018.0,0.083,Mountain States,2-99,ASO,Retail_Trade,1,NULL,NULL,0.196665605751409,DASO
OP-2019205,3340219,L & M Development Partners Inc,L & M Development Partners Inc,Y,Nov,2018.0,1.083,NY/NJ,250-500,Minimum Premium,Finance_Insur_RlEstate,1,0.108694,0.0,0.108694,SR
OP-2019207,619834,"La Mesa R.V. Center, Inc.",La Mesa RV,Y,Nov,2018.0,0.083,California South,O500,ASO,Retail_Trade,1,NULL,NULL,NULL,DASO
OP-2019209,606135,"Laser Technology, Inc.","LASER TECHNOLOGY, INC.",Y,Nov,2018.0,7.083,Mountain States,100-249,ASO,Manufacturing,1,NULL,NULL,0.0900440697216174,DASO
OP-2019210,619963,LaunchSquad LLC,"LAUNCHSQUAD, LLC",Y,Nov,2018.0,0.083,California North,100-249,ASO,Services,1,NULL,NULL,0.177660434061494,DASO
OP-2019211,614420,"Leapfrog Services, Inc.",LEAPFROG SERVICES,Y,Nov,2018.0,2.083,GA/AL,2-99,ASO,Services,1,NULL,NULL,0.116971198707418,DASO
OP-2019212,609895,"Leeds West Investment Group, LLC","LEEDS WEST INVESTMENT GROUP, LLC",Y,Nov,2018.0,4.083,Mountain States,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.13412793235439,DASO
OP-2019213,620343,"LEMIEUX & ASSOCIATES, LLC","Lemieux & Associates, LLC",Y,Nov,2018.0,0.083,Connecticut,2-99,Guaranteed Cost,Services,1,0.0695268397606952,0.000405,0.0699599981307983,GC
OP-2019214,3340165,"LERETA, LLC","LERETA, LLC",Y,Nov,2018.0,1.083,California South,250-500,Shared Returns,Finance_Insur_RlEstate,1,-0.012452,0.0,-0.012452,SR
OP-2019215,617128,"LF Manufacturing, Inc.","LF MANUFACTURING, INC.",Y,Nov,2018.0,1.083,North Texas,100-249,ASO,Manufacturing,1,NULL,NULL,0.247861389372931,DASO
OP-2019217,612186,Links of London,"LINKS OF LONDON, INC.",N,Nov,2018.0,3.083,NY/NJ,2-99,ASO,Services,1,NULL,NULL,0.345417295845882,DASO
OP-2019218,620132,"LINXX GLOBAL SOLUTIONS, INC",LGS Management Group Inc,Y,Nov,2018.0,0.083,NY/NJ,100-249,Guaranteed Cost,Services,1,0.0752363029787277,0.004422,0.0799909979104996,GC
OP-2019219,608295,"LMT Onsrud, LP",LMT ONSRUD LP,Y,Nov,2018.0,5.083,Midwest,100-249,ASO,Manufacturing,1,NULL,NULL,1.87869457035639e-06,DASO
OP-2019221,3332289,"LOR, Inc.","LOR, Inc.",Y,Nov,2018.0,8.083,GA/AL,O500,ASO,Manufacturing,1,NULL,NULL,0.0139268838597364,ASO
OP-2019222,3341240,Lorien Health Services,Lorien Health Services,N,Nov,2018.0,0.083,MD/VA/DC,O500,Minimum Premium,Services,1,-0.065692,0.0,-0.065692,SR
OP-2019224,3315304,Luck Stone Corporation,Luck Stone Corporation,Y,Nov,2018.0,13.083,MD/VA/DC,O500,ASO,Mining,1,NULL,NULL,0.00278241513633848,ASO
OP-2019225,614564,"M.A.C. Medical, Inc.","M.A.C. MEDICAL, INC.",Y,Nov,2018.0,2.083,MidAmerica,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.229534152355495,DASO
OP-2019226,617098,MACRO INTEGRATION SERVICES INC.,MACRO INTEGRATION SERVICES,Y,Nov,2018.0,1.083,Carolinas,2-99,ASO,Construction,1,NULL,NULL,0.0781107843655169,DASO
OP-2019227,3340245,Majestic Realty Co.,Majestic Realty Co.,Y,Nov,2018.0,1.083,California South,250-500,Shared Returns,Finance_Insur_RlEstate,1,0.0513539999999999,0.0,0.051354,SR
OP-2019228,3338386,Manifest LLC,Manifest LLC,Y,Nov,2018.0,3.083,NY/NJ,250-500,Shared Returns,Services,1,0.10601,0.0,0.10601,SR
OP-2019234,617293,"MBF Industries, Inc.","MBF INDUSTRIES, INC",N,Nov,2018.0,1.083,Florida Tampa/Orlando,2-99,ASO,Manufacturing,1,NULL,NULL,0.0955278313297396,DASO
OP-2019235,3332135,"Medieval Times USA, Inc","Medieval Times USA, Inc",Y,Nov,2018.0,8.083,Texas North,O500,ASO,Services,1,NULL,NULL,-0.034487376259724,ASO
OP-2019236,606160,Medin Corporation,MEDIN TECHNOLOGIES INC.,N,Nov,2018.0,7.083,Midwest,2-99,ASO,Manufacturing,1,NULL,NULL,0.280141755678942,DASO
OP-2019238,609866,Merit Diamond Corporation,MERIT DIAMOND CORPORATION,Y,Nov,2018.0,4.083,Florida South,2-99,ASO,Manufacturing,1,NULL,NULL,0.19498274817279,DASO
OP-2019239,612040,"MeritDirect, LLC","MERITDIRECT, LLC",N,Nov,2018.0,3.083,NY/NJ,100-249,ASO,Services,1,NULL,NULL,0.0654265237663041,DASO
OP-2019241,620056,Merola Sales Company Inc.,MEROLA SALES COMPANY INC.,Y,Nov,2018.0,0.083,NY/NJ,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.139964861126687,DASO
OP-2019242,620739,Mesa Natural Gas Solutions LLC,MESA NATURAL GAS SOLUTIONS LLC,Y,Nov,2018.0,0.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.17020402369693,DASO
OP-2019243,617259,Partners,MESA YOUTH SERVICES DBA MESA COUNTY PARTNERS,Y,Nov,2018.0,1.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.167508498603064,DASO
